I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-73,-34,102,97,-39,-73,-141,-97,39,53,-56,2
-92,-24,107,97,-39,-73,-141,-97,68,58,-80,22
-92,0,107,102,-39,-68,-136,-92,92,46,-92,46
-68,4,117,107,-39,-68,-122,-78,72,32,-70,38
-58,4,131,107,-34,-63,-122,-78,62,27,-60,33
-58,0,136,107,-34,-63,-131,-87,58,29,-58,29
-68,-14,136,107,-34,-78,-141,-97,54,41,-61,20
-63,-14,126,107,-39,-78,-141,-87,49,38,-56,17
-73,-29,126,107,-43,-78,-156,-87,44,51,-58,7
-97,-34,122,102,-39,-82,-161,-92,63,65,-80,14
-122,-24,122,97,-34,-82,-170,-97,98,73,-110,37
-122,-39,112,87,-43,-92,-175,-112,83,80,-102,22
-102,-34,117,97,-39,-87,-180,-107,68,68,-85,17
-78,-4,117,102,-34,-78,-185,-102,74,41,-76,35
-63,-9,122,107,-39,-78,-190,-107,54,36,-58,22
-107,-48,112,97,-53,-97,-214,-122,59,77,-83,5
-126,-78,107,97,-53,-97,-214,-126,48,102,-87,-15
-151,-97,122,102,-58,-87,-229,-131,54,124,-102,-21
-151,-97,122,117,-48,-97,-239,-117,54,124,-102,-21
-126,-58,141,126,-34,-82,-214,-112,68,92,-97,5
-107,-19,146,131,-29,-78,-204,-97,88,63,-97,34
-87,19,146,136,-24,-68,-200,-82,106,34,-96,62
-39,68,170,151,-9,-53,-190,-63,107,-14,-73,87
9,73,180,146,9,-29,-165,-58,64,-41,-27,68
-39,48,175,146,0,-39,-175,-58,87,-4,-63,67
-48,39,185,156,0,-39,-170,-58,87,4,-67,63
-48,39,185,156,0,-39,-165,-58,87,4,-67,63
-48,39,185,156,0,-39,-161,-58,87,4,-67,63
-48,39,185,156,0,-39,-156,-58,87,4,-67,63
-43,34,190,151,4,-34,-146,-68,77,4,-60,55
-48,39,190,161,9,-29,-146,-73,87,4,-67,63
-43,34,190,170,14,-24,-136,-68,77,4,-60,55
-53,29,185,175,14,-14,-136,-73,82,12,-67,55
-29,39,195,185,19,-19,-131,-63,68,-5,-48,53
-43,34,190,170,9,-24,-131,-63,77,4,-60,55
-43,29,180,161,14,-19,-126,-58,72,7,-57,50
-29,48,170,156,19,-14,-117,-53,77,-9,-53,62
-9,58,165,156,29,-9,-107,-53,67,-24,-38,62
9,63,161,151,29,-4,-107,-48,54,-36,-22,58
-19,58,156,146,39,-4,-107,-43,77,-19,-48,67
-34,53,151,146,29,-4,-107,-43,87,-9,-60,70
-34,68,156,151,34,4,-107,-39,102,-17,-68,85
-14,78,151,141,34,4,-107,-34,92,-32,-53,85
14,87,141,136,34,0,-107,-29,73,-50,-29,80
53,112,141,136,34,0,-117,-24,59,-82,-3,85
14,73,122,122,24,-4,-136,-34,59,-43,-22,66
-4,43,112,112,14,-9,-151,-39,47,-19,-25,45
-43,4,87,92,4,-9,-161,-63,47,19,-45,25
-92,-58,63,68,-14,-34,-175,-82,34,75,-63,-12
-73,-48,68,82,-9,-34,-195,-78,25,60,-49,-11
-19,-19,68,78,-4,-34,-195,-68,0,19,-9,-9
0,19,68,78,-4,-34,-190,-58,19,-9,-9,19
24,39,78,82,0,-29,-180,-48,15,-31,4,27
39,48,82,87,9,-24,-170,-39,9,-43,15,28
43,43,82,87,4,-24,-190,-43,0,-43,21,21
34,48,78,87,-4,-19,-200,-48,14,-41,10,31
39,58,78,92,-4,-14,-200,-48,19,-48,10,38
24,43,73,87,-4,-14,-204,-53,19,-33,2,31
14,39,82,87,-4,-19,-209,-53,25,-26,-5,32
0,24,87,87,-4,-24,-224,-58,24,-12,-12,24
-9,14,82,82,-9,-29,-229,-63,23,-2,-16,18
4,19,82,82,-9,-19,-224,-53,15,-11,-5,17
-9,4,82,82,-14,-24,-234,-63,13,2,-11,8
-4,9,82,82,-19,-24,-229,-63,13,-2,-8,11
0,14,82,82,-24,-29,-214,-58,14,-7,-7,14
-19,-4,82,73,-34,-39,-219,-68,15,11,-17,5
-34,-14,82,73,-39,-48,-234,-78,20,24,-27,3
-78,-43,82,63,-53,-68,-258,-87,35,60,-56,-4
-117,-82,82,58,-53,-78,-263,-102,35,99,-76,-23
-102,-78,68,48,-68,-73,-244,-97,24,90,-63,-27
-97,-63,68,39,-73,-68,-244,-92,34,80,-65,-14
-102,-48,68,34,-78,-68,-244,-92,54,75,-78,3
-92,-34,63,29,-78,-63,-244,-87,58,63,-75,12
-82,-4,73,39,-63,-68,-244,-87,78,43,-80,37
-68,4,82,43,-63,-63,-244,-92,72,32,-70,38
-53,19,87,53,-63,-63,-234,-87,72,17,-62,45
-48,19,87,58,-63,-63,-234,-92,67,14,-57,43
-48,0,78,53,-58,-73,-224,-112,48,24,-48,24
-48,-14,73,53,-58,-73,-229,-112,34,31,-41,10
-63,-19,73,53,-58,-73,-229,-107,44,41,-53,12
-78,-19,68,53,-58,-73,-224,-102,59,48,-68,20
-87,-39,68,43,-63,-73,-229,-102,48,63,-67,4
-92,-48,68,39,-68,-78,-234,-112,44,70,-68,-2
-92,-53,68,39,-68,-78,-239,-112,39,72,-65,-7
-92,-63,68,39,-63,-78,-234,-112,29,77,-60,-17
-102,-53,68,39,-68,-68,-204,-102,49,77,-75,-2
-102,-58,73,43,-68,-63,-204,-102,44,80,-73,-7
-102,-58,73,43,-68,-63,-209,-102,44,80,-73,-7
-102,-48,73,39,-68,-68,-209,-102,54,75,-78,3
-117,-82,73,39,-78,-82,-224,-112,35,99,-76,-23
-122,-97,68,39,-78,-82,-219,-112,25,109,-73,-36
-122,-92,68,39,-78,-82,-214,-112,30,107,-76,-31
-117,-78,73,39,-73,-78,-209,-107,39,97,-78,-19
-112,-63,73,43,-63,-68,-204,-97,49,87,-80,-7
-107,-73,73,43,-63,-68,-204,-97,34,90,-70,-19
-122,-82,68,34,-68,-78,-204,-102,40,102,-81,-21
-117,-82,63,29,-78,-82,-209,-107,35,99,-76,-23
-102,-73,68,43,-63,-78,-200,-102,29,87,-65,-22
-87,-58,78,53,-53,-68,-190,-97,29,72,-58,-14
-53,-29,92,58,-48,-58,-190,-92,24,41,-38,-2
-39,-9,107,63,-39,-53,-190,-82,30,24,-34,10
-53,-29,92,53,-53,-68,-185,-87,24,41,-38,-2
-78,-48,87,48,-58,-73,-180,-92,30,63,-54,-9
-112,-63,82,39,-68,-78,-180,-97,49,87,-80,-7
-126,-73,82,34,-73,-87,-190,-102,53,99,-89,-10
-229,-180,53,14,-92,-117,-229,-146,49,204,-139,-65
-200,-131,73,43,-82,-97,-214,-131,69,165,-134,-31
-107,-39,102,78,-53,-78,-195,-92,68,73,-87,14
-73,-9,136,112,-43,-73,-195,-68,64,41,-68,27
-48,4,175,141,-29,-68,-190,-78,52,22,-50,28
-14,43,185,170,4,-68,-175,-82,57,-14,-35,50
-29,9,185,195,29,-58,-165,-92,38,10,-33,23
-87,-39,165,204,58,-29,-170,-92,48,63,-67,4
-97,-39,151,204,117,34,-156,-73,58,68,-77,9
-34,-9,146,180,195,131,-102,-29,25,21,-29,8
58,43,97,151,292,244,-24,19,-15,-50,36,14
146,126,53,102,385,370,48,87,-20,-136,83,53
200,175,24,58,483,507,126,161,-25,-187,112,75
244,200,-53,-4,566,649,229,224,-44,-222,144,78
331,258,-180,-146,653,790,341,297,-73,-294,202,92
463,326,-326,-322,717,932,419,366,-137,-394,300,94
531,366,-468,-497,780,1093,512,448,-165,-448,348,100
585,405,-629,-668,834,1234,605,522,-180,-495,382,112
673,458,-780,-834,854,1337,678,585,-215,-565,444,121
736,492,-907,-995,849,1400,727,624,-244,-614,490,124
717,444,-1000,-1127,795,1381,727,634,-273,-580,495,85
649,366,-1098,-1263,624,1205,653,580,-283,-507,466,41
575,273,-1176,-1385,356,932,541,497,-302,-424,438,-14
497,219,-1185,-1454,92,634,400,400,-278,-358,387,-29
468,214,-1161,-1454,-117,395,273,322,-254,-341,361,-20
488,185,-1117,-1415,-278,190,161,248,-303,-336,395,-59
527,161,-1054,-1351,-429,-9,58,190,-366,-344,446,-102
556,175,-961,-1278,-595,-200,-43,112,-381,-365,468,-103
483,112,-907,-1224,-746,-366,-165,19,-371,-297,427,-129
346,0,-844,-1137,-805,-448,-248,-48,-346,-173,346,-173
273,-29,-746,-1005,-751,-429,-263,-63,-302,-122,287,-165
248,-24,-634,-844,-644,-385,-268,-82,-272,-112,260,-148
219,-63,-536,-697,-556,-356,-302,-117,-282,-78,250,-172
161,-97,-453,-580,-497,-336,-331,-131,-258,-32,209,-177
102,-102,-380,-492,-434,-302,-326,-131,-204,0,153,-153
63,-92,-307,-395,-361,-258,-322,-126,-155,14,109,-123
34,-92,-244,-322,-312,-229,-331,-117,-126,29,80,-109
0,-87,-190,-263,-278,-214,-341,-117,-87,43,43,-87
-14,-87,-136,-209,-244,-204,-331,-131,-73,50,29,-80
-9,-68,-78,-151,-214,-200,-322,-126,-59,38,25,-63
29,0,-24,-87,-170,-175,-322,-122,-29,-14,29,-14
39,53,19,-19,-131,-136,-312,-122,14,-46,12,33
0,24,34,14,-112,-122,-297,-131,24,-12,-12,24
-68,-39,39,14,-87,-122,-292,-141,29,53,-48,-5
-97,-68,34,24,-92,-122,-302,-156,29,82,-63,-19
-122,-97,39,24,-82,-117,-302,-151,25,109,-73,-36
-122,-87,48,29,-78,-112,-302,-146,35,104,-78,-26
-107,-68,58,39,-68,-102,-302,-136,39,87,-73,-14
-87,-39,68,63,-53,-78,-287,-117,48,63,-67,4
-68,4,92,82,-43,-68,-258,-107,72,32,-70,38
-53,9,107,102,-29,-63,-244,-97,62,22,-57,35
-34,29,117,117,-19,-58,-219,-87,63,2,-48,46
-39,24,102,117,-19,-58,-229,-92,63,7,-51,43
-24,19,107,107,-14,-63,-219,-97,43,2,-33,31
-29,4,102,92,-19,-58,-204,-97,33,12,-31,18
-34,-19,97,82,-24,-63,-204,-97,15,26,-24,-2
-63,-29,97,92,-34,-73,-209,-102,34,46,-48,2
-82,-29,102,97,-34,-73,-204,-107,53,55,-67,12
-97,-34,102,102,-34,-73,-209,-112,63,65,-80,14
-112,-34,107,102,-34,-68,-219,-122,78,73,-95,22
-97,-24,107,92,-29,-63,-219,-117,73,60,-85,24
-87,-24,107,97,-14,-58,-219,-112,63,55,-75,19
-82,-14,107,107,-4,-43,-219,-102,68,48,-75,27
-73,-9,107,97,0,-39,-209,-97,64,41,-68,27
-87,-24,97,97,-14,-43,-224,-97,63,55,-75,19
-82,-39,92,97,-14,-48,-234,-102,43,60,-62,2
-87,-53,92,97,-19,-53,-239,-102,34,70,-60,-9
-92,-58,87,102,-24,-58,-244,-107,34,75,-63,-12
-68,-29,97,126,-14,-43,-234,-102,39,48,-53,5
-63,-19,107,126,-4,-39,-244,-102,44,41,-53,12
-73,-14,112,126,0,-29,-244,-97,59,43,-66,22
-68,-4,112,126,9,-39,-244,-97,64,36,-66,30
-87,-29,92,117,0,-43,-253,-107,58,58,-72,14
-107,-58,92,107,0,-48,-263,-117,49,82,-78,-4
-126,-73,92,102,-14,-58,-268,-122,53,99,-89,-10
-136,-82,92,102,-4,-63,-273,-122,54,109,-95,-14
-126,-39,107,122,14,-43,-263,-107,87,82,-106,24
-82,-4,112,126,19,-34,-253,-102,78,43,-80,37
-48,19,117,131,24,-24,-244,-97,67,14,-57,43
-14,29,122,136,29,-19,-234,-97,43,-7,-28,36
-29,14,117,131,29,-34,-234,-107,43,7,-36,28
-53,0,112,126,24,-34,-239,-97,53,26,-53,26
-53,-14,107,126,34,-29,-224,-97,39,33,-46,12
-39,-19,102,122,29,-29,-214,-97,20,29,-29,0
-24,-4,112,136,34,-24,-214,-87,20,14,-22,8
-34,4,117,141,39,-19,-204,-82,38,15,-36,21
-29,14,122,146,53,-9,-214,-82,43,7,-36,28
-9,34,131,156,53,4,-214,-82,43,-12,-26,38
-34,19,122,151,43,0,-214,-87,53,7,-43,36
-58,0,107,141,39,-4,-219,-82,58,29,-58,29
-68,-24,97,136,39,-9,-219,-87,44,46,-56,10
-107,-43,82,141,43,-14,-219,-97,64,75,-85,10
-87,-29,92,141,48,0,-209,-87,58,58,-72,14
-73,-19,92,146,48,0,-219,-92,54,46,-63,17
-58,-14,92,146,58,0,-234,-92,44,36,-51,15
-48,-4,97,146,68,9,-234,-82,44,26,-46,20
-19,29,112,156,82,24,-219,-68,48,-5,-33,38
0,53,112,161,92,29,-214,-68,53,-26,-26,53
24,87,107,165,97,43,-229,-63,63,-55,-19,75
53,107,107,170,112,53,-224,-63,54,-80,0,80
34,87,107,170,107,48,-229,-78,53,-60,-9,70
9,58,102,170,107,43,-229,-82,49,-33,-20,53
-14,19,102,165,102,43,-229,-87,33,-2,-23,26
-48,-9,97,156,92,39,-239,-92,39,28,-43,15
-34,9,102,161,102,48,-219,-87,43,12,-38,26
-19,19,102,165,117,63,-195,-78,38,0,-28,28
9,34,102,180,136,73,-185,-68,25,-21,-8,29
39,48,97,170,151,82,-170,-63,9,-43,15,28
58,73,107,190,175,92,-165,-53,15,-65,21,44
73,68,112,195,180,102,-151,-48,-5,-70,39,31
63,73,112,195,180,102,-141,-48,10,-68,26,41
53,63,102,200,180,102,-131,-48,10,-58,21,36
53,58,97,195,180,112,-136,-48,5,-55,24,31
63,58,87,185,180,112,-131,-43,-5,-60,34,26
58,53,82,175,180,117,-136,-43,-5,-55,31,24
53,48,78,165,180,112,-141,-39,-5,-50,29,21
34,29,58,175,185,122,-146,-39,-5,-31,19,12
43,19,58,175,190,126,-136,-39,-24,-31,33,-2
53,24,58,175,200,136,-136,-43,-29,-38,41,-2
58,24,53,170,204,146,-126,-43,-34,-41,46,-5
63,29,48,161,214,146,-131,-34,-34,-46,48,-2
68,34,39,156,209,141,-136,-34,-34,-51,51,0
48,14,34,146,209,141,-141,-34,-34,-31,41,-10
68,29,39,146,209,141,-156,-34,-39,-48,53,-5
73,43,48,141,209,151,-161,-24,-30,-58,51,6
97,48,48,141,209,156,-151,-19,-49,-72,73,0
112,68,53,141,209,165,-156,-4,-44,-90,78,12
126,92,53,131,209,180,-161,-4,-34,-109,80,29
122,78,39,117,190,161,-175,-24,-44,-100,83,17
97,53,29,117,185,146,-190,-29,-44,-75,70,4
68,29,14,112,170,131,-214,-39,-39,-48,53,-5
34,-19,9,97,151,112,-239,-63,-53,-7,43,-36
14,-43,0,92,141,97,-258,-78,-57,14,35,-50
24,-48,0,82,136,97,-273,-73,-72,12,48,-60
29,-39,-9,78,136,92,-278,-68,-68,5,48,-53
39,-24,-9,78,136,92,-307,-73,-63,-7,51,-43
78,9,9,102,141,102,-307,-63,-69,-43,73,-30
92,29,19,97,141,102,-283,-53,-63,-60,77,-17
107,58,24,97,141,112,-287,-39,-49,-82,78,4
122,82,29,102,141,117,-287,-29,-40,-102,81,21
131,78,14,92,131,112,-307,-39,-53,-104,92,12
126,53,9,87,122,112,-317,-39,-73,-89,99,-10
112,43,4,82,117,97,-317,-43,-69,-77,90,-13
107,19,0,78,112,87,-312,-43,-88,-63,97,-34
117,48,4,78,117,97,-302,-43,-69,-82,93,-10
131,78,9,73,117,92,-302,-43,-53,-104,92,12
146,97,14,73,112,87,-302,-43,-49,-121,97,24
151,117,19,78,107,92,-307,-39,-34,-134,92,41
126,107,9,68,97,87,-326,-48,-19,-116,72,44
112,87,19,68,92,82,-326,-48,-25,-99,68,31
97,63,19,68,87,78,-307,-39,-34,-80,65,14
78,43,19,63,78,63,-307,-48,-35,-60,56,4
48,19,4,43,53,39,-326,-58,-29,-33,38,-5
29,4,4,34,43,19,-331,-68,-25,-16,27,-10
24,4,9,43,43,9,-336,-73,-20,-14,22,-8
9,4,14,43,39,4,-341,-78,-5,-6,7,0
43,34,34,58,48,24,-317,-63,-9,-38,26,12
73,63,39,68,58,34,-317,-53,-10,-68,41,26
78,58,39,73,58,34,-317,-48,-20,-68,49,19
68,53,43,82,68,39,-307,-48,-15,-60,41,19
39,43,43,73,53,29,-322,-73,4,-41,17,23
14,9,39,68,39,14,-341,-82,-5,-11,9,2
-9,-29,34,58,29,-9,-356,-87,-20,19,5,-24
-24,-29,29,53,19,-19,-361,-92,-5,26,-9,-17
-19,-29,29,48,19,-9,-370,-92,-10,24,-4,-19
-19,-29,29,53,19,-9,-380,-92,-10,24,-4,-19
-19,-4,34,58,14,-14,-370,-92,15,11,-17,5
-9,-19,29,58,14,-14,-361,-92,-10,14,0,-14
-24,-24,29,53,14,-19,-375,-87,0,24,-12,-12
-34,-14,43,53,9,-19,-395,-92,20,24,-27,3
-14,9,48,58,9,-19,-400,-97,23,2,-18,16
-4,19,58,63,19,-19,-405,-102,23,-7,-13,21
-14,9,53,68,19,-9,-405,-97,23,2,-18,16
-39,0,58,73,4,-19,-419,-92,39,19,-39,19
-48,-9,63,68,0,-29,-434,-97,39,28,-43,15
-63,-24,73,73,-4,-34,-439,-102,39,43,-51,7
-58,-29,68,68,-19,-39,-448,-92,29,43,-43,0
-53,-9,68,63,-19,-39,-448,-87,44,31,-48,17
-58,-24,68,68,-14,-39,-453,-87,34,41,-46,5
-92,-53,73,68,-14,-43,-453,-97,39,72,-65,-7
-117,-68,58,58,-24,-48,-473,-102,49,92,-83,-9
-92,-48,63,58,-29,-53,-478,-102,44,70,-68,-2
-87,-53,58,58,-39,-63,-473,-107,34,70,-60,-9
-87,-58,53,58,-43,-73,-468,-117,29,72,-58,-14
-53,-14,73,73,-29,-63,-453,-102,39,33,-46,12
-19,19,82,82,-24,-53,-448,-97,38,0,-28,28
19,58,102,92,-19,-43,-448,-87,39,-38,-10,48
53,92,112,97,-14,-43,-444,-82,39,-72,7,65
34,73,112,87,-34,-48,-429,-97,39,-53,-2,56
4,53,112,82,-34,-53,-429,-97,49,-28,-22,51
-4,39,112,82,-34,-58,-439,-97,43,-17,-23,41
-24,19,117,87,-34,-68,-429,-102,43,2,-33,31
-48,4,112,87,-34,-78,-434,-112,52,22,-50,28
-58,-9,102,87,-39,-78,-434,-122,49,33,-53,20
-73,-14,87,87,-39,-87,-444,-122,59,43,-66,22
-97,-14,78,87,-34,-87,-444,-117,83,55,-90,34
-97,-29,82,82,-43,-97,-444,-122,68,63,-82,19
-82,-34,82,78,-48,-102,-444,-126,48,58,-65,7
-102,-39,87,73,-48,-102,-453,-131,63,70,-82,12
-102,-29,87,73,-48,-97,-458,-131,73,65,-87,22
-68,0,97,92,-39,-87,-444,-117,68,34,-68,34
-48,14,112,97,-34,-82,-444,-117,62,17,-55,38
-39,24,117,102,-34,-82,-453,-126,63,7,-51,43
-39,24,117,107,-34,-97,-463,-136,63,7,-51,43
-53,14,122,117,-39,-82,-453,-122,67,19,-60,40
-63,-9,126,117,-43,-78,-458,-117,54,36,-58,22
-87,-24,126,112,-39,-78,-453,-117,63,55,-75,19
-112,-24,131,107,-34,-73,-453,-117,88,68,-100,32
-122,-34,126,97,-34,-82,-458,-122,88,78,-105,27
-102,-24,126,107,-29,-78,-463,-117,78,63,-90,27
-78,9,122,112,-24,-68,-468,-112,87,34,-82,48
-63,9,122,117,-29,-68,-473,-117,72,27,-67,40
-112,-29,112,97,-48,-92,-497,-131,83,70,-97,27
-136,-68,97,87,-53,-97,-497,-146,68,102,-102,0
-165,-97,102,82,-63,-92,-512,-161,68,131,-116,-14
-170,-107,92,87,-58,-107,-522,-156,63,138,-116,-22
-151,-68,107,107,-48,-92,-502,-151,83,109,-117,7
-126,-29,117,112,-39,-87,-488,-136,97,77,-111,34
-102,9,122,117,-29,-78,-478,-122,111,46,-106,60
-48,58,151,131,-9,-63,-463,-102,106,-5,-77,82
-146,-53,122,117,-19,-68,-478,-146,93,99,-119,20
-68,24,151,141,9,-58,-458,-117,92,22,-80,58
48,136,204,185,29,-29,-409,-87,88,-92,-20,112
48,126,204,185,29,-19,-400,-78,78,-87,-15,102
48,126,204,185,29,-19,-400,-78,78,-87,-15,102
48,126,204,185,29,-19,-400,-78,78,-87,-15,102
48,126,204,185,29,-19,-400,-78,78,-87,-15,102
34,112,204,170,29,-19,-400,-78,78,-73,-22,95
19,107,200,170,29,-19,-400,-82,88,-63,-34,97
14,92,195,170,29,-19,-390,-78,78,-53,-32,85
-4,78,185,165,24,-14,-390,-82,82,-37,-43,80
-14,53,175,156,14,-34,-400,-102,67,-19,-40,60
-53,24,161,141,0,-43,-414,-112,77,14,-65,50
-78,-4,141,131,0,-43,-424,-117,74,41,-76,35
-87,-9,122,126,0,-43,-429,-122,78,48,-82,34
-34,34,126,131,4,-24,-419,-102,68,0,-51,51
9,63,131,131,9,-14,-409,-87,54,-36,-22,58
4,82,136,131,24,-9,-400,-73,78,-43,-37,80
14,102,141,136,19,-4,-390,-63,88,-58,-37,95
0,92,136,141,14,-14,-409,-73,92,-46,-46,92
4,87,131,131,14,-14,-409,-73,83,-45,-39,85
19,82,122,126,14,-19,-409,-73,63,-50,-22,72
43,92,122,126,14,-19,-419,-73,49,-67,-3,70
34,78,107,107,9,-24,-444,-78,44,-56,-5,61
34,73,102,102,4,-19,-453,-78,39,-53,-2,56
14,58,82,87,0,-9,-458,-97,44,-36,-15,51
-14,19,63,68,-14,-24,-468,-112,33,-2,-23,26
-39,0,58,68,-24,-39,-497,-117,39,19,-39,19
-19,0,48,58,-24,-43,-507,-117,19,9,-19,9
-34,9,39,53,-29,-48,-512,-117,43,12,-38,26
-43,0,39,53,-29,-48,-512,-117,43,21,-43,21
-19,24,48,53,-29,-48,-502,-107,43,-2,-31,33
4,24,53,48,-34,-53,-522,-112,20,-14,-8,22
14,34,53,43,-43,-53,-531,-117,20,-24,-3,27
39,48,58,43,-43,-53,-531,-117,9,-43,15,28
39,53,63,48,-24,-39,-531,-112,14,-46,12,33
43,68,82,58,-14,-39,-531,-102,25,-55,9,46
43,73,97,68,-4,-39,-541,-97,30,-58,6,51
48,82,102,73,0,-39,-541,-92,34,-65,7,58
24,48,92,58,-9,-48,-546,-107,24,-36,0,36
-19,4,82,53,-24,-63,-566,-122,23,7,-21,13
-43,-19,73,48,-39,-73,-570,-126,24,31,-33,2
-68,-43,63,43,-53,-87,-566,-126,25,55,-46,-9
-48,-9,68,48,-48,-78,-556,-122,39,28,-43,15
-24,14,73,53,-48,-78,-566,-126,38,5,-31,26
-29,19,78,48,-58,-87,-585,-131,48,5,-38,33
-29,14,82,48,-53,-87,-585,-141,43,7,-36,28
-53,-14,68,43,-58,-87,-580,-146,39,33,-46,12
-68,-24,68,39,-63,-87,-585,-151,44,46,-56,10
-92,-34,68,39,-68,-92,-590,-161,58,63,-75,12
-102,-43,63,39,-68,-92,-595,-165,59,72,-80,8
-87,-19,68,53,-58,-78,-595,-146,68,53,-77,24
-68,-4,82,53,-53,-73,-595,-141,64,36,-66,30
-48,14,92,58,-48,-73,-585,-126,62,17,-55,38
-39,19,97,58,-43,-73,-585,-122,58,10,-48,38
-29,24,97,53,-58,-82,-570,-126,53,2,-41,38
-19,14,92,53,-58,-82,-570,-122,33,2,-26,23
-24,14,92,53,-58,-82,-566,-112,38,5,-31,26
-29,19,87,53,-58,-82,-556,-102,48,5,-38,33
-63,-9,82,48,-68,-87,-566,-117,54,36,-58,22
-82,-29,78,39,-78,-97,-575,-141,53,55,-67,12
-97,-43,73,34,-82,-102,-585,-156,54,70,-75,5
-112,-63,68,29,-82,-107,-585,-170,49,87,-80,-7
-102,-48,58,19,-78,-107,-566,-156,54,75,-78,3
-92,-48,63,24,-78,-102,-566,-151,44,70,-68,-2
-82,-43,63,24,-78,-102,-570,-146,39,62,-60,-2
-73,-29,63,19,-78,-107,-570,-141,44,51,-58,7
-97,-68,48,14,-92,-117,-585,-151,29,82,-63,-19
-112,-87,39,9,-97,-122,-580,-161,25,99,-68,-31
-122,-87,34,4,-102,-126,-575,-170,35,104,-78,-26
-126,-78,34,0,-102,-126,-570,-175,48,102,-87,-15
-97,-39,48,19,-82,-107,-546,-161,58,68,-77,9
-78,-34,63,34,-73,-97,-536,-146,44,56,-61,5
-78,-29,73,39,-68,-97,-527,-136,49,53,-63,10
-58,-14,82,48,-68,-92,-522,-126,44,36,-51,15
-63,-34,73,34,-73,-102,-531,-131,29,48,-46,-2
-68,-39,68,34,-73,-97,-522,-136,29,53,-48,-5
-53,-29,68,29,-78,-92,-522,-141,24,41,-38,-2
-58,-29,68,24,-78,-92,-522,-141,29,43,-43,0
-58,-24,73,39,-87,-102,-517,-141,34,41,-46,5
-68,-29,78,39,-87,-102,-512,-141,39,48,-53,5
-87,-29,82,34,-92,-102,-512,-141,58,58,-72,14
-87,-24,92,34,-92,-107,-522,-141,63,55,-75,19
-63,-14,73,24,-92,-97,-522,-146,49,38,-56,17
-112,-34,63,24,-82,-97,-527,-151,78,73,-95,22
-117,-29,82,58,-73,-87,-497,-151,88,73,-102,29
-102,-19,126,92,-63,-82,-497,-156,83,60,-92,32
-97,-14,146,122,-48,-87,-522,-156,83,55,-90,34
-92,-34,175,151,-34,-87,-527,-161,58,63,-75,12
-107,-68,185,175,-9,-78,-507,-161,39,87,-73,-14
-107,-78,165,185,39,-39,-483,-131,29,92,-68,-24
-68,-39,151,175,97,24,-458,-102,29,53,-48,-5
-34,-9,107,151,156,102,-424,-78,25,21,-29,8
9,14,39,102,224,195,-366,-48,5,-11,2,9
58,39,-4,53,278,283,-292,-9,-19,-48,38,10
102,78,-24,9,346,400,-214,53,-24,-90,63,27
195,141,-73,-53,429,541,-122,136,-54,-168,124,43
322,190,-170,-165,497,692,-19,219,-132,-256,227,29
405,219,-287,-322,551,834,87,297,-186,-312,295,16
444,239,-429,-497,585,966,180,361,-205,-341,324,17
527,326,-570,-678,610,1098,263,444,-201,-426,364,62
663,448,-692,-824,629,1200,366,527,-215,-555,439,116
785,551,-771,-946,644,1273,453,595,-234,-668,509,158
854,629,-824,-1029,580,1244,463,614,-225,-741,539,202
844,610,-883,-1146,419,1078,390,561,-234,-727,539,188
741,488,-951,-1268,170,795,268,478,-253,-614,497,117
605,375,-990,-1366,-92,497,136,390,-230,-490,417,72
497,292,-976,-1405,-322,219,-9,292,-205,-394,351,43
439,204,-961,-1424,-522,-34,-180,180,-235,-321,337,-15
409,141,-956,-1390,-683,-244,-322,63,-268,-275,338,-63
390,97,-912,-1307,-810,-414,-414,-14,-293,-243,341,-98
307,34,-829,-1215,-902,-531,-488,-78,-273,-170,290,-119
209,-29,-766,-1127,-912,-575,-551,-126,-238,-90,223,-133
146,-58,-707,-1005,-849,-536,-566,-141,-204,-44,175,-131
122,-63,-605,-863,-741,-492,-570,-151,-185,-29,153,-124
122,-73,-527,-746,-644,-453,-585,-175,-195,-24,158,-134
161,-68,-444,-639,-566,-414,-614,-180,-229,-46,195,-148
161,-43,-361,-512,-473,-361,-629,-180,-204,-59,182,-123
102,-53,-278,-375,-390,-317,-614,-185,-155,-24,128,-104
24,-63,-224,-302,-331,-278,-595,-175,-87,19,55,-75
-9,-68,-180,-253,-297,-253,-614,-175,-59,38,25,-63
-24,-58,-136,-209,-273,-244,-624,-180,-34,41,5,-46
-48,-68,-97,-170,-253,-239,-624,-175,-20,58,-14,-44
-48,-48,-63,-126,-219,-214,-614,-161,0,48,-24,-24
-9,24,-9,-68,-161,-175,-614,-151,33,-7,-21,28
29,53,53,-4,-102,-141,-610,-141,24,-41,2,38
0,19,68,43,-68,-122,-595,-161,19,-9,-9,19
-39,-9,58,43,-68,-122,-580,-170,30,24,-34,10
-63,-39,58,43,-63,-117,-575,-170,24,51,-43,-7
-63,-29,63,48,-63,-112,-570,-170,34,46,-48,2
-48,-9,68,58,-58,-102,-566,-165,39,28,-43,15
-39,-14,63,58,-58,-107,-561,-156,25,26,-32,5
-39,4,73,63,-63,-107,-541,-156,43,17,-41,23
-43,-14,73,68,-63,-112,-536,-156,29,28,-36,7
-43,-19,68,68,-68,-117,-522,-156,24,31,-33,2
