I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-4,-63,-68,-24,58,43,-102,-24,-59,33,27,-61
-9,-87,-68,-29,53,29,-97,-24,-78,48,34,-82
4,-63,-53,-19,58,29,-97,-24,-67,29,35,-65
14,-39,-48,-24,58,24,-97,-24,-53,12,33,-46
24,-24,-43,-24,53,19,-97,-24,-48,0,36,-36
24,-9,-39,-19,48,24,-102,-19,-33,-7,28,-21
14,-14,-43,-24,39,19,-102,-19,-28,0,21,-21
14,-19,-39,-19,34,14,-102,-19,-33,2,23,-26
14,-29,-43,-14,29,9,-82,-9,-43,7,28,-36
9,-34,-48,-14,19,-4,-82,-19,-43,12,26,-38
4,-39,-48,-14,9,-9,-87,-24,-43,17,23,-41
0,-43,-43,-24,4,-19,-87,-29,-43,21,21,-43
9,-34,-34,-14,9,-19,-87,-29,-43,12,26,-38
9,-24,-24,-14,9,-14,-87,-29,-33,7,21,-28
-14,-48,-14,-19,-4,-29,-87,-34,-34,31,10,-41
-34,-53,-19,-19,-9,-34,-92,-34,-19,43,-7,-36
-78,-92,-29,-24,-24,-48,-97,-39,-14,85,-32,-53
-136,-131,-34,-24,-29,-58,-92,-48,5,133,-70,-63
-122,-102,-19,-29,-39,-58,-87,-48,20,112,-71,-41
-122,-107,-19,-29,-48,-63,-97,-53,15,114,-68,-46
-122,-117,-19,-34,-53,-78,-102,-53,5,119,-63,-56
-112,-87,-19,-34,-58,-78,-97,-53,25,99,-68,-31
-107,-78,-4,-19,-48,-73,-87,-43,29,92,-68,-24
-107,-78,0,-14,-48,-68,-97,-43,29,92,-68,-24
-107,-53,9,-9,-53,-68,-87,-43,54,80,-80,0
-97,-68,9,-9,-53,-63,-78,-43,29,82,-63,-19
-97,-63,14,0,-43,-68,-63,-29,34,80,-65,-14
-92,-43,34,4,-48,-68,-73,-24,49,67,-70,3
-58,-9,43,14,-48,-68,-68,-19,49,33,-53,20
-34,9,58,24,-39,-68,-63,-14,43,12,-38,26
-29,19,39,24,-39,-58,-63,-24,48,5,-38,33
-48,9,39,24,-53,-68,-78,-24,57,19,-52,33
-53,0,39,14,-58,-78,-92,-34,53,26,-53,26
-63,-14,43,14,-63,-82,-97,-43,49,38,-56,17
-68,-29,43,4,-73,-97,-107,-48,39,48,-53,5
-73,-19,39,4,-78,-107,-117,-48,54,46,-63,17
-87,-43,34,14,-78,-117,-131,-53,44,65,-65,0
-131,-82,34,19,-82,-131,-141,-68,49,106,-90,-16
-165,-97,34,29,-82,-131,-156,-68,68,131,-116,-14
-141,-78,43,29,-87,-131,-156,-63,63,109,-102,-7
-136,-82,43,29,-97,-136,-146,-63,54,109,-95,-14
-136,-87,43,29,-102,-141,-136,-68,49,111,-92,-19
-131,-68,53,29,-102,-131,-122,-58,63,99,-97,-2
-126,-58,53,34,-102,-131,-117,-58,68,92,-97,5
-117,-43,63,39,-102,-131,-117,-53,74,80,-95,15
-112,-34,63,39,-102,-141,-112,-53,78,73,-95,22
-112,-39,63,48,-107,-131,-97,-58,73,75,-92,17
-131,-53,63,43,-102,-131,-97,-58,78,92,-104,12
-131,-63,63,43,-97,-131,-107,-58,68,97,-99,2
-141,-78,68,48,-92,-136,-97,-63,63,109,-102,-7
-136,-63,82,58,-92,-136,-87,-63,73,99,-104,5
-126,-58,82,58,-97,-136,-82,-73,68,92,-97,5
-122,-43,78,58,-97,-146,-87,-73,79,82,-100,18
-126,-24,78,58,-92,-146,-82,-68,102,75,-114,39
-126,-39,82,48,-92,-136,-78,-58,87,82,-106,24
-112,-43,82,48,-97,-141,-73,-58,69,77,-90,13
-131,-48,87,48,-97,-141,-78,-58,83,89,-107,17
-131,-39,87,53,-97,-136,-78,-53,92,85,-111,26
-126,-58,82,43,-102,-141,-78,-43,68,92,-97,5
-136,-73,82,39,-102,-141,-82,-48,63,104,-99,-5
-156,-92,73,34,-107,-146,-97,-63,64,124,-110,-14
-185,-122,58,29,-112,-165,-112,-78,63,153,-124,-29
-175,-122,68,29,-112,-165,-117,-78,53,148,-114,-34
-180,-136,68,29,-122,-165,-136,-78,44,158,-112,-46
-200,-141,63,24,-122,-170,-146,-82,59,170,-129,-41
-219,-131,63,19,-122,-170,-161,-87,88,175,-153,-21
-180,-97,78,39,-102,-161,-151,-73,83,138,-131,-7
-131,-63,87,58,-87,-146,-141,-58,68,97,-99,2
-78,-4,92,73,-73,-126,-131,-43,74,41,-76,35
-34,19,102,87,-68,-117,-122,-39,53,7,-43,36
-82,-9,92,73,-73,-122,-141,-43,73,45,-77,32
-97,-29,87,68,-73,-117,-126,-48,68,63,-82,19
-117,-39,102,68,-78,-102,-126,-53,78,78,-97,19
-112,-29,102,78,-68,-107,-122,-39,83,70,-97,27
-126,-29,102,78,-68,-102,-112,-48,97,77,-111,34
-136,-29,97,73,-68,-107,-107,-48,107,82,-121,39
-146,-29,87,68,-68,-107,-107,-48,117,87,-131,44
-126,-19,102,73,-58,-102,-102,-43,107,72,-116,44
-29,82,141,97,-39,-78,-78,-19,111,-26,-70,96
-48,68,136,97,-29,-78,-68,-9,116,-10,-82,92
-58,48,126,92,-34,-82,-78,-14,106,5,-82,77
-68,29,117,87,-39,-87,-78,-19,97,19,-82,63
-78,9,107,82,-43,-92,-78,-24,87,34,-82,48
-87,-9,97,78,-48,-97,-78,-29,78,48,-82,34
-63,19,112,87,-39,-87,-63,-14,82,22,-72,50
-48,39,122,102,-29,-78,-58,-14,87,4,-67,63
-24,48,131,117,-19,-68,-43,-4,72,-12,-48,60
-14,58,136,126,-14,-53,-39,-4,72,-22,-43,65
4,68,141,136,-9,-48,-39,-4,64,-36,-30,66
-14,63,141,122,-19,-53,-43,-4,77,-24,-45,70
-19,58,136,112,-14,-48,-43,0,77,-19,-48,67
-9,78,131,107,-9,-43,-39,4,87,-34,-48,82
-9,78,117,97,-19,-43,-48,-4,87,-34,-48,82
0,73,112,92,-19,-43,-48,0,73,-36,-36,73
-39,58,107,87,-9,-48,-48,4,97,-9,-68,77
-63,43,102,87,-19,-53,-48,4,106,10,-84,74
-82,24,97,82,-34,-63,-68,-4,106,29,-94,65
-82,19,92,73,-34,-63,-68,-4,101,31,-91,60
-73,14,82,68,-34,-68,-68,-4,87,29,-80,50
-53,24,82,68,-34,-68,-78,-4,77,14,-65,50
-68,9,68,53,-43,-68,-87,-4,77,29,-72,43
-63,4,63,53,-43,-68,-92,0,67,29,-65,35
-78,-9,43,43,-43,-63,-92,-14,69,43,-73,30
-102,-48,24,29,-53,-82,-97,-24,54,75,-78,3
-87,-48,24,39,-58,-82,-117,-24,39,67,-63,-4
-48,-29,19,29,-53,-82,-117,-19,19,38,-33,-5
-43,0,14,24,-53,-82,-112,-14,43,21,-43,21
-34,9,19,24,-48,-78,-102,-9,43,12,-38,26
-29,19,24,24,-48,-73,-92,-4,48,5,-38,33
-24,4,24,19,-53,-73,-112,-4,28,10,-26,16
-34,0,19,14,-63,-68,-122,-4,34,17,-34,17
-29,0,19,14,-63,-63,-122,0,29,14,-29,14
-39,-14,9,4,-58,-63,-126,-4,25,26,-32,5
-43,-9,24,9,-53,-68,-131,-4,34,26,-38,12
-53,-14,34,14,-48,-73,-146,-9,39,33,-46,12
-58,-14,34,14,-48,-78,-151,-14,44,36,-51,15
-82,-34,29,9,-63,-82,-170,-19,48,58,-65,7
-117,-73,24,4,-73,-92,-195,-34,44,95,-80,-14
-131,-92,19,0,-82,-97,-204,-39,39,111,-85,-26
-146,-112,14,-4,-92,-107,-204,-39,34,129,-90,-39
-117,-63,29,14,-73,-97,-195,-19,54,90,-85,-4
-82,-24,43,24,-68,-87,-195,-19,58,53,-70,17
-78,-4,58,24,-73,-87,-204,-19,74,41,-76,35
-68,4,73,29,-63,-78,-195,-24,72,32,-70,38
-63,9,68,34,-68,-87,-200,-14,72,27,-67,40
-58,14,68,29,-73,-87,-204,-14,72,22,-65,43
-63,19,68,29,-78,-92,-209,-19,82,22,-72,50
-53,24,63,29,-78,-92,-214,-19,77,14,-65,50
-63,19,58,29,-78,-102,-229,-29,82,22,-72,50
-68,4,63,24,-82,-102,-234,-34,72,32,-70,38
-73,-4,63,24,-87,-107,-229,-29,69,38,-71,32
-87,-29,58,19,-92,-112,-234,-34,58,58,-72,14
-87,-39,48,4,-97,-112,-229,-43,48,63,-67,4
-87,-53,43,4,-97,-112,-229,-43,34,70,-60,-9
-102,-58,43,4,-97,-112,-224,-39,44,80,-73,-7
-117,-58,39,4,-97,-112,-214,-34,59,87,-88,0
-122,-53,48,14,-102,-112,-200,-34,69,87,-95,8
-122,-48,48,9,-107,-117,-195,-43,74,85,-98,13
-117,-39,48,9,-107,-117,-190,-43,78,78,-97,19
-112,-34,48,9,-102,-117,-175,-43,78,73,-95,22
-102,-34,39,0,-97,-117,-156,-53,68,68,-85,17
-102,-39,43,4,-97,-112,-156,-53,63,70,-82,12
-102,-39,43,4,-97,-112,-161,-53,63,70,-82,12
-102,-29,43,0,-97,-117,-161,-53,73,65,-87,22
-122,-48,43,0,-107,-122,-170,-53,74,85,-98,13
-122,-58,39,0,-107,-122,-161,-53,64,90,-93,3
-117,-48,39,0,-107,-122,-151,-53,69,82,-93,10
-107,-29,43,0,-102,-117,-141,-48,78,68,-92,24
-131,-39,39,0,-107,-126,-141,-53,92,85,-111,26
-146,-73,34,-4,-112,-126,-146,-58,73,109,-109,0
-180,-107,24,-19,-122,-136,-151,-68,73,143,-126,-17
-195,-131,14,-29,-136,-141,-161,-78,64,163,-129,-33
-165,-117,24,-24,-126,-131,-151,-68,48,141,-106,-34
-146,-97,29,-14,-122,-126,-141,-68,49,121,-97,-24
-107,-63,39,-9,-122,-122,-141,-68,44,85,-75,-9
-87,-39,48,-4,-117,-122,-141,-63,48,63,-67,4
-102,-53,43,0,-117,-131,-136,-63,49,77,-75,-2
-126,-78,39,0,-117,-131,-131,-63,48,102,-87,-15
-161,-97,34,-4,-122,-131,-131,-63,64,129,-112,-16
-175,-112,34,-4,-122,-136,-141,-63,63,143,-119,-24
-161,-73,43,-4,-122,-136,-112,-58,88,117,-124,7
-102,-24,63,14,-112,-117,-117,-43,78,63,-90,27
-78,0,82,39,-92,-107,-107,-24,78,39,-78,39
-131,-29,87,43,-92,-112,-107,-48,102,80,-116,36
-126,-24,97,63,-87,-126,-122,-58,102,75,-114,39
-82,24,126,112,-53,-126,-126,-63,106,29,-94,65
-107,-29,156,146,-29,-117,-126,-63,78,68,-92,24
-185,-136,126,156,-9,-97,-122,-73,49,160,-117,-43
-224,-185,82,126,19,-63,-97,-73,39,204,-131,-73
-200,-175,58,82,68,-4,-82,-58,25,187,-112,-75
-117,-112,39,63,146,107,-24,-9,5,114,-61,-53
19,29,14,43,248,244,68,68,10,-24,4,19
122,146,-14,19,356,380,175,151,24,-134,49,85
195,209,-53,-34,448,522,278,224,14,-202,90,111
292,268,-122,-126,517,663,370,307,-24,-280,158,122
366,297,-248,-273,580,814,488,395,-69,-331,217,114
414,317,-390,-458,624,976,610,478,-97,-365,255,110
488,375,-512,-629,668,1127,712,570,-113,-431,300,131
595,448,-644,-795,688,1229,795,634,-147,-521,371,150
629,492,-790,-956,683,1312,854,683,-137,-560,383,177
639,522,-883,-1078,678,1361,902,732,-117,-580,378,202
649,541,-932,-1156,605,1283,897,727,-108,-595,378,216
634,478,-1000,-1259,385,1029,785,653,-156,-556,395,161
566,405,-1039,-1356,102,732,644,566,-161,-485,363,122
507,380,-1015,-1385,-136,453,527,497,-127,-443,317,126
448,322,-1000,-1385,-336,190,405,405,-126,-385,287,98
361,190,-995,-1400,-546,-68,234,278,-171,-275,266,9
292,87,-971,-1366,-722,-297,82,161,-205,-189,248,-59
268,43,-917,-1293,-854,-473,-29,68,-225,-155,246,-91
248,0,-863,-1205,-912,-556,-102,9,-248,-124,248,-124
234,-9,-785,-1093,-868,-546,-136,-14,-243,-112,238,-126
209,-14,-673,-932,-761,-492,-141,-14,-223,-97,216,-118
151,-53,-575,-785,-653,-444,-146,-19,-204,-49,177,-128
82,-117,-502,-678,-595,-414,-165,-53,-199,17,140,-158
24,-141,-419,-580,-551,-400,-200,-82,-165,58,94,-153
14,-131,-346,-483,-478,-366,-214,-87,-145,58,79,-138
24,-82,-273,-370,-400,-307,-204,-78,-106,29,65,-94
29,-39,-209,-283,-317,-253,-185,-58,-68,5,48,-53
-4,-48,-165,-219,-263,-234,-175,-53,-44,26,20,-46
-39,-78,-126,-180,-244,-229,-195,-58,-39,58,0,-58
-39,-58,-92,-136,-219,-214,-185,-53,-19,48,-10,-38
-9,-4,-48,-97,-190,-185,-156,-43,5,6,-7,0
-39,4,-14,-53,-161,-161,-151,-43,43,17,-41,23
-68,-19,9,-24,-136,-141,-165,-43,49,43,-58,15
-107,-68,4,-9,-122,-151,-175,-73,39,87,-73,-14
-131,-97,9,-4,-112,-146,-175,-73,34,114,-82,-31
-131,-87,19,4,-107,-141,-175,-73,44,109,-87,-21
-117,-68,29,19,-97,-131,-175,-68,49,92,-83,-9
-122,-87,29,29,-102,-126,-175,-68,35,104,-78,-26
-126,-73,43,34,-102,-126,-161,-68,53,99,-89,-10
-136,-97,48,39,-97,-131,-161,-68,39,116,-87,-29
-141,-107,48,39,-97,-136,-151,-68,34,124,-87,-36
-112,-73,63,63,-68,-122,-146,-63,39,92,-75,-17
-82,-39,78,68,-53,-112,-131,-58,43,60,-62,2
-73,-14,82,68,-48,-92,-112,-48,59,43,-66,22
-63,0,87,73,-43,-82,-107,-39,63,31,-63,31
-63,4,87,82,-34,-82,-102,-34,67,29,-65,35
-63,9,92,87,-34,-82,-87,-29,72,27,-67,40
-58,9,92,92,-34,-82,-82,-24,67,24,-62,38
-53,14,97,92,-34,-78,-82,-24,67,19,-60,40
-87,-29,78,73,-53,-87,-117,-43,58,58,-72,14
-117,-63,68,68,-53,-97,-131,-53,54,90,-85,-4
-151,-87,58,68,-58,-97,-146,-58,64,119,-107,-11
-180,-117,48,48,-68,-107,-151,-68,63,148,-121,-27
-146,-73,53,68,-53,-97,-136,-48,73,109,-109,0
-102,-39,63,78,-43,-87,-136,-43,63,70,-82,12
-68,-4,78,87,-39,-78,-131,-34,64,36,-66,30
-34,39,87,102,-34,-68,-126,-29,73,-2,-53,56
-29,34,82,112,-29,-73,-136,-34,63,-2,-46,48
-43,19,87,107,-24,-68,-156,-34,62,12,-52,40
-73,0,87,102,-24,-58,-165,-29,73,36,-73,36
-87,-14,82,97,-19,-68,-175,-29,73,50,-80,29
-97,-29,73,92,-29,-78,-185,-43,68,63,-82,19
-97,-48,73,87,-29,-78,-195,-48,49,72,-73,0
-97,-53,73,87,-43,-82,-200,-48,44,75,-70,-4
-87,-53,73,92,-34,-82,-204,-43,34,70,-60,-9
-131,-63,63,87,-29,-82,-214,-53,68,97,-99,2
-131,-63,63,87,-29,-82,-214,-53,68,97,-99,2
-141,-73,63,87,-29,-82,-214,-53,68,107,-104,-2
-151,-97,63,87,-29,-87,-214,-58,54,124,-102,-21
-141,-82,63,87,-34,-87,-200,-48,59,111,-100,-11
-151,-78,63,87,-34,-82,-200,-39,73,114,-112,-2
-136,-73,63,92,-19,-73,-180,-39,63,104,-99,-5
-107,-58,63,92,-19,-68,-165,-39,49,82,-78,-4
-78,-24,82,117,0,-58,-156,-24,54,51,-66,15
-73,-4,87,122,9,-48,-146,-14,69,38,-71,32
-53,14,92,126,29,-34,-156,-9,67,19,-60,40
-19,43,102,136,34,-14,-156,-4,62,-12,-40,52
-14,34,92,136,34,-9,-141,0,48,-10,-31,41
-19,29,87,131,29,-14,-141,4,48,-5,-33,38
-9,19,87,131,29,-19,-136,0,28,-5,-18,23
-29,14,82,141,34,-24,-131,-9,43,7,-36,28
-24,4,82,131,29,-29,-141,-9,28,10,-26,16
-24,0,82,136,29,-29,-151,-14,24,12,-24,12
-24,-9,82,136,39,-29,-165,-14,15,16,-19,3
-29,-14,87,136,48,-19,-165,-4,15,21,-22,0
-39,0,92,151,68,0,-165,-9,39,19,-39,19
-39,14,92,151,73,0,-165,-9,53,12,-46,33
-34,39,87,151,73,9,-185,-4,73,-2,-53,56
-24,48,87,151,82,14,-185,-4,72,-12,-48,60
-34,43,87,146,82,19,-180,-4,77,-4,-55,60
-39,29,82,151,87,14,-180,-4,68,5,-53,48
-43,4,82,151,87,14,-180,-4,47,19,-45,25
-58,-9,78,146,82,9,-190,-4,49,33,-53,20
-39,4,78,151,97,29,-170,9,43,17,-41,23
-19,19,82,156,107,43,-146,19,38,0,-28,28
14,39,87,170,122,53,-136,29,25,-26,-5,32
48,58,87,161,131,63,-122,34,10,-53,19,34
43,58,78,175,136,63,-131,24,15,-50,14,36
43,39,82,175,141,73,-122,29,-4,-41,23,17
19,29,82,170,141,73,-117,29,10,-24,4,19
-4,4,73,170,141,73,-112,29,8,0,-6,6
-9,-19,53,156,151,78,-117,19,-10,14,0,-14
-14,-29,39,146,151,73,-112,14,-15,21,0,-22
-34,-43,29,136,151,73,-117,4,-9,38,-12,-26
-53,-58,19,126,151,63,-122,0,-5,55,-24,-31
-19,-29,29,136,170,92,-112,14,-10,24,-4,-19
24,0,39,146,180,107,-87,29,-24,-12,24,-12
68,43,48,156,195,126,-73,39,-25,-55,46,9
107,82,53,161,204,146,-48,53,-25,-94,66,28
63,34,34,141,195,136,-68,43,-29,-48,46,2
29,-4,9,126,180,122,-78,34,-33,-12,31,-18
-29,-68,-9,107,170,112,-87,24,-39,48,5,-53
-48,-97,-19,97,161,102,-107,14,-49,72,0,-73
4,-39,-4,112,185,122,-87,39,-43,17,23,-41
68,9,9,122,200,136,-63,58,-59,-38,63,-25
122,73,29,131,214,156,-53,87,-49,-97,85,12
175,141,43,131,229,180,-43,102,-34,-158,104,53
180,126,29,117,209,156,-58,87,-54,-153,117,36
156,102,19,117,204,146,-73,78,-54,-129,105,24
126,78,4,112,190,136,-97,63,-48,-102,87,15
92,29,0,97,170,122,-122,34,-63,-60,77,-17
97,19,0,92,170,117,-126,43,-78,-58,87,-29
112,29,0,82,165,117,-126,53,-83,-70,97,-27
122,53,-9,78,165,112,-117,63,-69,-87,95,-8
136,82,-9,78,165,112,-131,63,-54,-109,95,14
136,82,0,97,165,122,-141,53,-54,-109,95,14
131,78,0,87,161,112,-126,53,-53,-104,92,12
126,82,-4,82,156,112,-141,58,-44,-104,85,19
122,82,-9,82,151,107,-151,58,-40,-102,81,21
97,58,-19,68,136,87,-161,39,-39,-77,68,9
78,24,-19,58,122,82,-170,39,-54,-51,66,-15
48,4,-19,48,112,63,-170,34,-44,-26,46,-20
29,-29,-19,39,102,48,-165,34,-58,0,43,-43
48,-9,-9,48,102,58,-175,39,-57,-19,52,-33
63,9,-9,43,97,53,-175,34,-54,-36,58,-22
78,19,-9,43,87,48,-175,29,-59,-48,68,-20
82,29,-9,48,78,53,-180,29,-53,-55,67,-12
68,29,-14,39,63,39,-200,19,-39,-48,53,-5
63,19,-9,39,63,34,-200,19,-44,-41,53,-12
58,4,-14,39,63,29,-180,29,-54,-31,56,-25
48,-4,-19,34,58,14,-180,19,-52,-22,50,-28
24,-9,-19,29,53,14,-185,14,-33,-7,28,-21
9,-24,-14,24,43,0,-185,9,-33,7,21,-28
9,-24,-4,39,43,-4,-185,9,-33,7,21,-28
0,-24,4,43,39,-4,-185,9,-24,12,12,-24
19,-9,14,39,34,-4,-185,0,-28,-5,23,-18
34,4,9,39,29,-4,-190,4,-30,-19,32,-13
24,-14,0,34,14,-14,-195,4,-38,-5,31,-26
0,-34,-4,34,9,-19,-190,0,-34,17,17,-34
-29,-24,0,39,9,-19,-185,0,5,26,-17,-9
-53,-48,0,39,0,-24,-195,-4,5,50,-29,-21
-78,-78,0,34,-4,-39,-200,-4,0,78,-39,-39
-92,-68,0,34,-9,-39,-195,-4,24,80,-58,-22
-53,-29,9,48,4,-29,-185,4,24,41,-38,-2
-29,-9,19,53,9,-19,-185,14,20,19,-24,5
-4,34,34,58,9,-14,-165,24,38,-15,-21,36
29,39,39,58,14,-4,-146,34,10,-34,9,24
-4,-4,29,53,4,-29,-161,24,0,4,-2,-2
-34,-14,34,43,-9,-39,-180,14,20,24,-27,3
-34,-9,29,39,-19,-48,-185,4,25,21,-29,8
-43,-19,29,34,-19,-58,-190,-4,24,31,-33,2
-24,0,39,43,-19,-39,-180,4,24,12,-24,12
-29,9,48,53,-24,-39,-185,14,38,10,-33,23
-19,19,58,53,-19,-39,-190,14,38,0,-28,28
-14,24,73,63,-14,-34,-185,14,38,-5,-26,31
-19,9,73,58,-34,-53,-195,4,28,5,-23,18
-24,19,68,53,-39,-58,-195,9,43,2,-33,31
-39,-4,63,58,-39,-63,-200,9,35,21,-37,15
-82,-43,63,58,-43,-73,-200,0,39,62,-60,-2
-97,-48,63,58,-39,-68,-204,4,49,72,-73,0
-73,-19,73,58,-39,-63,-204,14,54,46,-63,17
-68,-14,73,58,-43,-63,-195,19,54,41,-61,20
-68,-9,73,58,-43,-63,-185,19,59,38,-63,25
-48,9,78,73,-39,-48,-175,29,57,19,-52,33
-39,19,82,82,-34,-43,-175,29,58,10,-48,38
-24,34,97,92,-29,-39,-180,34,58,-5,-41,46
-14,43,102,97,-24,-43,-180,34,57,-14,-35,50
-29,29,87,92,-48,-53,-180,14,58,0,-43,43
-53,4,82,82,-53,-63,-185,9,57,24,-55,30
-58,-14,78,78,-58,-73,-200,4,44,36,-51,15
-73,-39,78,78,-63,-87,-195,-4,34,56,-53,-2
-102,-63,78,73,-68,-92,-200,-14,39,82,-70,-12
-117,-87,73,68,-78,-97,-200,-24,30,102,-73,-28
-136,-102,63,63,-82,-112,-209,-24,34,119,-85,-34
-165,-112,58,58,-82,-117,-209,-19,53,138,-109,-29
-131,-78,73,73,-73,-97,-190,0,53,104,-92,-12
-92,-43,82,78,-68,-92,-170,9,49,67,-70,3
-87,-9,97,82,-58,-82,-161,19,78,48,-82,34
-63,39,107,92,-48,-68,-146,34,102,12,-82,70
-48,34,102,97,-48,-63,-151,43,82,7,-65,58
-39,34,112,97,-43,-63,-151,39,73,2,-56,53
-39,29,112,97,-43,-68,-161,24,68,5,-53,48
-48,14,107,97,-43,-87,-170,9,62,17,-55,38
-73,-9,102,92,-63,-92,-180,0,64,41,-68,27
-102,-48,97,87,-73,-97,-195,0,54,75,-78,3
-146,-78,87,78,-73,-107,-200,-4,68,112,-107,-5
-190,-92,82,68,-73,-112,-209,-9,98,141,-144,3
-180,-97,92,68,-78,-112,-209,-9,83,138,-131,-7
-161,-92,97,78,-68,-107,-209,0,69,126,-115,-11
-136,-63,97,82,-58,-97,-209,9,73,99,-104,5
-122,-68,102,87,-58,-97,-209,9,54,95,-88,-7
-117,-43,107,97,-58,-97,-219,9,74,80,-95,15
-97,-29,107,97,-53,-87,-204,9,68,63,-82,19
-82,-4,126,102,-53,-68,-204,9,78,43,-80,37
-43,39,131,117,-39,-68,-200,29,82,2,-62,60
-53,34,141,131,-29,-63,-195,29,87,9,-70,60
-68,29,136,131,-29,-68,-195,29,97,19,-82,63
-82,24,126,131,-29,-68,-200,29,106,29,-94,65
-68,29,141,141,-19,-63,-200,34,97,19,-82,63
19,122,170,165,9,-39,-146,68,103,-70,-42,112
-19,92,170,170,0,-39,-146,68,111,-36,-65,101
-48,58,165,156,-9,-48,-165,48,106,-5,-77,82
-63,43,161,151,-19,-58,-175,43,106,10,-84,74
-68,29,156,146,-19,-58,-175,39,97,19,-82,63
-73,14,151,141,-19,-58,-175,34,87,29,-80,50
-78,0,146,136,-19,-58,-175,29,78,39,-78,39
-58,24,165,141,-4,-43,-165,43,82,17,-70,53
-48,39,170,151,0,-39,-156,43,87,4,-67,63
-29,43,175,161,4,-34,-136,53,72,-7,-50,57
-24,48,175,165,4,-24,-126,53,72,-12,-48,60
-34,29,170,161,-4,-43,-141,39,63,2,-48,46
-63,14,161,141,-19,-53,-151,34,77,24,-70,45
-78,0,146,126,-19,-53,-156,34,78,39,-78,39
-78,9,131,117,-19,-53,-156,34,87,34,-82,48
-39,43,141,136,-9,-34,-146,43,82,-2,-60,62
0,63,141,141,0,-24,-136,58,63,-31,-31,63
-9,73,141,146,19,-19,-126,73,82,-32,-45,77
-4,82,141,156,19,-14,-117,82,86,-39,-45,84
-48,53,126,141,0,-29,-141,68,101,-2,-74,77
-63,39,112,122,-4,-34,-146,63,102,12,-82,70
-68,24,92,107,-9,-43,-151,58,92,22,-80,58
-63,24,82,97,-14,-48,-165,53,87,19,-75,55
-43,48,87,97,-9,-39,-161,63,91,-2,-67,69
-14,63,92,102,-4,-29,-161,78,77,-24,-45,70
-4,68,82,97,0,-14,-156,73,72,-32,-38,70
-4,48,73,87,-4,-24,-156,73,52,-22,-28,50
14,53,73,92,-9,-14,-175,73,39,-33,-12,46
58,68,68,87,-4,-14,-175,78,10,-63,24,39
68,92,63,87,-4,-14,-170,82,24,-80,22,58
82,97,68,92,0,-9,-161,87,15,-89,33,56
34,53,63,73,-9,-29,-170,68,19,-43,7,36
-4,4,53,58,-24,-43,-200,53,8,0,-6,6
-58,-34,39,43,-43,-53,-219,39,24,46,-41,-5
-97,-68,29,34,-53,-63,-229,29,29,82,-63,-19
-82,-48,29,39,-39,-48,-219,39,34,65,-58,-7
-63,-29,43,48,-34,-48,-219,43,34,46,-48,2
-48,-19,53,58,-29,-48,-229,43,29,33,-38,5
-29,-4,53,63,-29,-48,-229,43,25,16,-27,10
-19,9,58,73,-19,-39,-219,48,28,5,-23,18
-29,-4,63,73,-24,-43,-234,43,25,16,-27,10
-19,0,68,73,-29,-43,-234,48,19,9,-19,9
-9,4,73,73,-34,-48,-224,58,13,2,-11,8
0,24,82,82,-24,-48,-214,68,24,-12,-12,24
4,34,82,82,-29,-48,-224,58,30,-19,-13,32
-19,24,82,73,-43,-58,-244,48,43,-2,-31,33
-39,4,82,68,-43,-58,-244,34,43,17,-41,23
-63,-19,68,53,-53,-63,-248,29,44,41,-53,12
-78,-34,68,48,-63,-68,-253,24,44,56,-61,5
-102,-48,68,48,-73,-78,-258,14,54,75,-78,3
-112,-63,63,48,-78,-82,-263,9,49,87,-80,-7
-92,-34,63,43,-63,-68,-248,19,58,63,-75,12
-68,-14,73,43,-63,-63,-244,24,54,41,-61,20
-43,9,78,48,-63,-63,-229,39,52,17,-47,30
-29,19,78,48,-63,-63,-224,43,48,5,-38,33
-39,4,78,53,-68,-73,-234,24,43,17,-41,23
-48,-14,73,53,-68,-73,-239,24,34,31,-41,10
-73,-24,73,53,-68,-73,-239,29,49,48,-61,12
-97,-29,68,53,-68,-73,-234,34,68,63,-82,19
-112,-39,63,48,-82,-78,-244,24,73,75,-92,17
-112,-48,58,39,-87,-87,-244,14,64,80,-88,8
-107,-53,53,34,-87,-92,-244,14,54,80,-80,0
-102,-63,48,29,-82,-97,-234,14,39,82,-70,-12
-82,-39,58,43,-73,-92,-224,19,43,60,-62,2
-73,-29,73,53,-68,-82,-224,24,44,51,-58,7
-63,-14,82,58,-63,-78,-229,29,49,38,-56,17
-53,9,92,58,-58,-78,-229,34,62,22,-57,35
-97,-48,73,48,-78,-97,-239,24,49,72,-73,0
-122,-87,58,39,-87,-102,-239,14,35,104,-78,-26
-141,-107,48,29,-97,-107,-239,4,34,124,-87,-36
-156,-117,43,19,-102,-107,-239,0,39,136,-97,-39
-136,-78,48,29,-87,-97,-234,9,58,107,-97,-10
-117,-73,53,34,-82,-87,-234,19,44,95,-80,-14
-117,-68,53,29,-82,-87,-234,24,49,92,-83,-9
-97,-53,53,29,-87,-82,-239,29,44,75,-70,-4
-107,-63,58,29,-87,-87,-229,19,44,85,-75,-9
-117,-68,58,34,-82,-87,-219,19,49,92,-83,-9
-107,-58,63,34,-82,-87,-219,19,49,82,-78,-4
-117,-58,68,34,-78,-92,-219,24,59,87,-88,0
